MyLkID,tnc_AB (k),tnc_BA (k),tnc_TOT (k),TMc_e (M)
2231,36.257,0.0,36.257,0.1003430074711117
2232,45.862,0.0,45.862,0.08881846525062677
2233,74.153,0.0,74.153,0.01665055681863019
2234,0.0,0.0,0.0,0.0
2235,74.153,0.0,74.153,0.025574257812515676
2236,0.0,0.0,0.0,0.0
2237,0.0,0.0,0.0,0.0
2238,0.0,0.0,0.0,0.0
2239,0.0,0.0,0.0,0.0
2240,74.153,0.0,74.153,0.020071069861214
2241,0.0,0.0,0.0,0.0
2242,11.241,0.0,11.241,0.002891019150594941
2243,5.02,0.0,5.02,0.05679158557616759
2244,135.57,0.0,135.57,0.05129224301765417
2245,0.0,0.0,0.0,0.0
2246,13.938,0.0,13.938,0.009176704628067715
2247,7.577,0.0,7.577,0.0011661613492341828
2248,0.0,0.0,0.0,0.0
2249,13.215,0.0,13.215,0.010806333496118242
2250,0.0,0.0,0.0,0.0
2251,0.0,3.008,3.008,0.0009781218560658265
2252,26.965,0.0,26.965,0.009341708374727758
2253,0.0,62.531,62.531,0.0030123831261854787
2254,0.0,0.0,0.0,0.0
2255,0.0,0.0,0.0,0.0
2256,0.0,74.451,74.451,0.03428381761772074
2257,0.0,0.0,0.0,0.0
2258,4.453,3.826,8.279,0.0007383826365051692
2259,6.68,5.739,12.419,0.1937291755479961
2260,0.0,0.0,0.0,0.0
2261,10.539,0.0,10.539,0.8263665643742625
2262,0.0,0.0,0.0,0.0
2263,0.0,7.018,7.018,0.542813156407683
2264,55.583,0.0,55.583,2.7341597010606544
2265,6.68,5.739,12.419,0.6295119356219668
2266,0.0,0.0,0.0,0.0
2267,83.375,0.0,83.375,0.18943982266505552
2268,2.602,0.0,2.602,0.11404203040877595
2269,3.146,65.378,68.524,3.734005387927731
2270,0.0,0.0,0.0,0.0
2271,0.0,1.778,1.778,0.04263321493056757
2272,0.0,0.0,0.0,0.0
2273,5.739,6.68,12.419,1.785795309411348
2274,0.0,0.0,0.0,0.0
2275,0.0,20.844,20.844,0.1829726811067011
2276,0.0,0.0,0.0,0.0
2277,27.792,0.0,27.792,1.395764585350946
2278,0.0,13.14,13.14,0.17657335160453042
2279,74.451,0.0,74.451,1.528042421782597
2280,0.0,13.14,13.14,0.23745404558602548
2281,0.0,0.0,0.0,0.0
2282,0.0,8.278,8.278,0.23022394449284314
2283,0.0,0.0,0.0,0.0
2284,0.0,0.0,0.0,0.0
2285,0.0,0.0,0.0,0.0
2286,3.146,63.599,66.74499999999999,3.5641140211193094
2287,0.0,0.0,0.0,0.0
2288,0.0,0.0,0.0,0.0
2289,2.227,1.913,4.14,0.0007758155825026786
2290,0.0,0.0,0.0,0.0
2291,0.0,0.0,0.0,0.0
2292,0.0,0.0,0.0,0.0
2293,0.0,0.0,0.0,0.0
2294,0.0,0.0,0.0,0.0
2295,0.0,0.0,0.0,0.0
2296,2.602,0.0,2.602,0.1930278507246857
2297,0.0,13.14,13.14,0.3820666742536364
2298,0.0,8.447,8.447,0.19218404138315673
2299,17.416,0.0,17.416,0.03140408339835636
2300,4.453,3.826,8.279,0.021855560598378537
2301,6.68,5.739,12.419,0.3311567968565661
2302,6.68,5.739,12.419,0.2953902801475795
2303,0.0,0.0,0.0,0.0
2304,0.0,0.0,0.0,0.0
2305,29.027,0.0,29.027,0.050921028464342995
2306,0.0,0.0,0.0,0.0
2307,0.0,0.0,0.0,0.0
2308,0.0,0.0,0.0,0.0
2309,0.0,62.531,62.531,0.862285264204278
2310,0.0,0.0,0.0,0.0
2311,0.0,0.0,0.0,0.0
2312,0.0,0.0,0.0,0.0
2313,0.0,0.0,0.0,0.0
2314,0.0,0.0,0.0,0.0
2315,0.0,41.688,41.688,0.08887146047178524
2316,0.0,5.251,5.251,0.012333892496719566
2317,3.826,4.453,8.279,0.0013054184011279664
2318,6.68,5.739,12.419,0.47606025598906065
2319,72.836,0.0,72.836,0.04077834002443216
2320,0.0,0.0,0.0,0.0
2321,0.0,41.688,41.688,0.05149095867443791
2322,0.0,0.0,0.0,0.0
2323,1.573,32.689,34.262,0.019599919795270426
2324,0.0,0.0,0.0,0.0
2325,0.0,0.0,0.0,0.0
2326,0.0,0.0,0.0,0.0
2327,17.416,0.0,17.416,0.045574709489856154
2328,0.0,0.0,0.0,0.0
2329,0.0,0.0,0.0,0.0
2330,0.0,0.0,0.0,0.0
2331,2.227,1.913,4.14,0.012282602774635765
2332,0.0,1.26,1.26,0.1013592375439865
2333,0.0,0.0,0.0,0.0
2334,0.0,0.0,0.0,0.0
2335,0.0,0.0,0.0,0.0
2336,0.0,0.0,0.0,0.0
2337,0.0,2.519,2.519,0.10136568678784547
2338,0.0,0.0,0.0,0.0
2339,0.0,0.0,0.0,0.0
2340,0.0,0.0,0.0,0.0
2341,0.0,0.0,0.0,0.0
2342,2.602,0.0,2.602,0.26886546845663994
2343,0.0,41.688,41.688,0.6710096641567237
2344,65.378,3.146,68.524,0.09876015068095038
2345,0.0,20.844,20.844,0.10286814384521904
2346,0.0,83.375,83.375,3.466342008140641
2347,0.0,0.0,0.0,0.0
2348,6.68,5.739,12.419,0.24914840896705118
2349,74.451,0.0,74.451,4.442268731790011
2350,0.0,72.836,72.836,0.33869321059790647
2351,0.0,0.0,0.0,0.0
2352,10.501,0.0,10.501,0.3360492640686705
2353,2.602,0.0,2.602,0.0017372218933578761
2354,0.0,10.501,10.501,0.15854694852420823
2355,0.0,83.375,83.375,0.9582516417977659
2356,65.378,3.146,68.524,0.40931339129943534
2357,0.0,10.501,10.501,0.018353756484487553
2358,0.0,0.0,0.0,0.0
2359,0.0,26.654,26.654,0.05508028127684669
2360,0.0,0.0,0.0,0.0
2361,0.0,74.451,74.451,3.6243936716691043
2362,12.817,0.0,12.817,0.004499941867727104
2363,0.0,0.0,0.0,0.0
2364,0.0,0.0,0.0,0.0
2365,0.0,0.0,0.0,0.0
2366,3.146,63.599,66.74499999999999,0.04091427349221949
2367,0.0,0.0,0.0,0.0
2368,2.227,1.913,4.14,0.010561093208916326
2369,0.0,0.0,0.0,0.0
2370,0.0,54.025,54.025,0.48160476690801846
2371,0.0,53.084,53.084,0.08893847624345952
2372,0.0,0.0,0.0,0.0
2373,0.0,4.499,4.499,0.16295350694855842
2374,6.68,5.739,12.419,0.20909062951490825
2375,0.0,0.0,0.0,0.0
2376,0.0,0.0,0.0,0.0
2377,0.0,25.583,25.583,0.0299266763971198
2378,26.431,0.0,26.431,0.09215159462151555
2379,0.0,41.688,41.688,0.6824240096890165
2380,0.0,0.0,0.0,0.0
2381,0.0,0.0,0.0,0.0
2382,0.0,0.0,0.0,0.0
2383,0.0,0.0,0.0,0.0
2384,0.0,0.0,0.0,0.0
2385,25.633,0.0,25.633,0.021536961786363815
2386,6.68,5.739,12.419,0.6094038198362935
2387,0.0,0.0,0.0,0.0
2388,0.0,7.018,7.018,0.016327727334965042
2389,0.0,0.0,0.0,0.0
2390,0.0,0.0,0.0,0.0
2391,0.0,26.654,26.654,0.021874972142671822
2392,0.0,5.251,5.251,0.013011923335453536
2393,0.0,0.0,0.0,0.0
2394,0.0,0.0,0.0,0.0
2395,0.0,0.0,0.0,0.0
2396,0.0,0.0,0.0,0.0
2397,0.0,0.0,0.0,0.0
2398,13.215,0.0,13.215,0.01074652630816312
2399,0.0,0.0,0.0,0.0
2400,41.688,0.0,41.688,0.1397390548110707
2401,2.602,0.0,2.602,0.012647001494825224
2402,0.0,0.0,0.0,0.0
2403,0.0,10.501,10.501,0.003152020677174268
2404,4.453,3.826,8.279,0.018572453605463137
2405,0.0,1.778,1.778,0.020593776480734908
2406,2.87,3.34,6.21,0.0032568476315130786
2407,1.778,0.0,1.778,0.005148260927610983
2408,0.0,56.944,56.944,0.036502448102048134
2409,0.0,0.0,0.0,0.0
2410,0.0,0.0,0.0,0.0
2411,11.14,3.071,14.211,0.5351448552321358
2412,13.294,0.0,13.294,0.08256368616149602
2413,148.307,0.0,148.307,2.604877398685281
2414,0.0,0.0,0.0,0.0
2415,81.082,0.0,81.082,0.28938341472077556
2416,12.675,0.0,12.675,0.3601272543355045
2417,0.0,0.0,0.0,0.0
2418,53.931,0.0,53.931,1.255866961648286
2419,3.948,0.0,3.948,0.10408860804622014
2420,26.587,0.0,26.587,0.38666317576881026
2421,4.606,0.0,4.606,0.17419190495144973
2422,0.0,13.294,13.294,0.04118413058696192
2423,0.0,0.0,0.0,0.0
2424,11.14,1.535,12.675,0.4709462366478957
2425,0.0,0.0,0.0,0.0
2426,0.0,0.0,0.0,0.0
2427,0.0,0.0,0.0,0.0
2428,148.307,0.0,148.307,3.7775178807022165
2429,148.307,0.0,148.307,1.2810964620873402
2430,0.0,0.0,0.0,0.0
2431,0.0,0.0,0.0,0.0
2432,0.0,0.0,0.0,0.0
2433,26.587,0.0,26.587,0.6739931913253426
2434,0.0,0.0,0.0,0.0
2435,0.0,7.702,7.702,0.06983890382663317
2436,0.0,0.0,0.0,0.0
2437,53.931,0.0,53.931,1.5583532067870807
2438,0.0,0.0,0.0,0.0
2439,0.0,7.702,7.702,0.1234724482012213
2440,0.0,0.0,0.0,0.0
2441,53.931,0.0,53.931,0.5799552248301458
2442,22.28,0.0,22.28,0.7509254217058733
2443,0.0,7.702,7.702,0.002856415069290456
2444,0.0,0.0,0.0,0.0
2445,0.0,0.0,0.0,0.0
2446,13.294,0.0,13.294,0.004623871497362134
2447,0.0,0.0,0.0,0.0
2448,0.0,0.0,0.0,0.0
2449,0.0,0.0,0.0,0.0
2450,0.0,0.0,0.0,0.0
2451,0.0,13.294,13.294,0.0037978688421998947
2452,0.0,0.0,0.0,0.0
2453,0.0,0.0,0.0,0.0
2454,148.307,0.0,148.307,1.7226805939853278
2455,0.0,0.0,0.0,0.0
2456,0.0,0.0,0.0,0.0
2457,0.0,0.0,0.0,0.0
2458,0.0,0.0,0.0,0.0
2459,0.0,0.0,0.0,0.0
2460,0.0,0.0,0.0,0.0
2461,13.938,0.0,13.938,0.1419290105337834
2462,0.0,277.899,277.899,0.9159537101308151
2463,259.405,0.0,259.405,1.1791785025600818
2464,10.917,0.0,10.917,0.030283593308967564
2465,284.26,0.0,284.26,0.7775824087092885
2466,18.494,0.0,18.494,0.03850990383284821
2467,266.982,0.0,266.982,0.3895157925175671
2468,259.405,0.0,259.405,0.580400058981201
2469,13.938,0.0,13.938,0.015209139987017261
2470,10.917,0.0,10.917,0.018233880391823346
2471,562.159,0.0,562.159,1.4153939620325002
2472,10.917,0.0,10.917,0.009962010312867323
2473,0.0,0.0,0.0,0.0
2474,17.462,0.0,17.462,0.43540869386924685
2475,0.0,0.0,0.0,0.0
2476,390.644,0.0,390.644,1.4949885993828926
2477,0.0,0.0,0.0,0.0
2478,6.203,0.0,6.203,0.015673347458061707
2479,0.0,0.0,0.0,0.0
2480,17.462,0.0,17.462,0.29347946014568616
2481,390.644,0.0,390.644,4.658318600896496
2482,0.0,5.02,5.02,0.0982169732931551
2483,12.442,0.0,12.442,0.5635787374259312
2484,251.28,0.0,251.28,0.36192007179087116
2485,0.0,0.0,0.0,0.0
2486,6.203,0.0,6.203,0.07046542704732978
2487,0.085,0.0,0.085,0.00034071486273947875
2488,283.583,0.0,283.583,0.9004024088185415
2489,0.085,0.0,0.085,0.0009935275242459254
2490,0.0,0.0,0.0,0.0
2491,0.0,0.0,0.0,0.0
2492,0.0,0.0,0.0,0.0
2493,6.203,0.0,6.203,0.0816104663439238
2494,0.0,0.0,0.0,0.0
2495,135.57,0.0,135.57,0.06680284757337086
2496,271.225,0.0,271.225,0.12070298571298682
2497,12.442,0.0,12.442,0.0037704664512066975
2498,0.0,0.0,0.0,0.0
2499,12.442,0.0,12.442,0.003294860552101623
2500,0.0,0.0,0.0,0.0
2501,0.0,0.0,0.0,0.0
2502,0.0,0.0,0.0,0.0
2503,0.0,0.0,0.0,0.0
2504,0.0,6.203,6.203,0.0022804766121050897
2505,148.012,0.0,148.012,0.05956572186194751
2506,0.0,0.0,0.0,0.0
2507,0.085,0.0,0.085,2.1760802206028302e-05
2508,0.0,0.0,0.0,0.0
2509,0.0,0.0,0.0,0.0
2510,0.0,0.0,0.0,0.0
2511,0.0,0.0,0.0,0.0
2512,0.0,0.0,0.0,0.0
2513,12.442,0.0,12.442,0.20865373090447975
2514,119.419,0.0,119.419,0.9787359768715673
2515,271.141,0.0,271.141,0.6923154584322357
2516,0.0,0.0,0.0,0.0
2517,370.7,0.0,370.7,2.235399447125188
2518,0.0,0.0,0.0,0.0
2519,12.442,0.0,12.442,0.2390716109801154
2520,6.221,0.0,6.221,0.003507135435445342
2521,0.0,0.0,0.0,0.0
2522,6.221,0.0,6.221,0.002998399728880881
2523,0.0,0.0,0.0,0.0
2524,370.335,0.0,370.335,0.5453041917455984
2525,0.0,0.0,0.0,0.0
2526,108.876,0.0,108.876,0.0405788656809486
2527,599.979,0.0,599.979,0.19777223018385087
2528,458.831,0.0,458.831,0.17916466087335695
2529,422.16,0.0,422.16,0.15524751161744071
2530,0.0,0.0,0.0,0.0
2531,0.0,0.0,0.0,0.0
2532,69.57,0.0,69.57,0.02717785707488708
2533,69.57,0.0,69.57,0.02012495855532614
2534,0.0,0.0,0.0,0.0
2535,257.626,0.0,257.626,0.0389443046635277
2536,0.0,0.0,0.0,0.0
2537,0.0,0.0,0.0,0.0
2538,0.0,0.0,0.0,0.0
2539,555.931,0.0,555.931,0.1692137995991047
2540,110.271,0.0,110.271,0.01857974706288097
2541,0.0,0.0,0.0,0.0
2542,631.023,0.0,631.023,0.23061412857103478
2543,0.0,0.0,0.0,0.0
2544,0.0,0.0,0.0,0.0
2545,0.0,0.0,0.0,0.0
2546,0.0,0.0,0.0,0.0
2547,0.0,0.0,0.0,0.0
2548,0.0,0.0,0.0,0.0
2549,0.0,0.0,0.0,0.0
2550,0.0,458.831,458.831,0.11141021383654275
2551,558.253,0.0,558.253,0.1759203390094563
2552,0.0,83.452,83.452,0.00905170601608288
2553,0.0,558.253,558.253,0.016350017897548738
2554,0.0,0.0,0.0,0.0
2555,152.525,60.879,213.404,0.3857189845710414
2556,0.0,0.0,0.0,0.0
2557,0.0,0.0,0.0,0.0
2558,0.0,0.0,0.0,0.0
2559,0.0,0.0,0.0,0.0
2560,4.645,0.0,4.645,0.0012385059108413845
2561,0.0,0.0,0.0,0.0
2562,0.0,0.0,0.0,0.0
2563,134.559,0.0,134.559,0.03679107708037455
2564,69.57,0.0,69.57,0.02468816670474764
2565,0.0,0.0,0.0,0.0
2566,92.908,0.0,92.908,0.16458209979750285
2567,0.0,0.0,0.0,0.0
2568,0.0,0.0,0.0,0.0
2569,22.659,0.0,22.659,0.008859267790984058
2570,22.659,0.0,22.659,0.008225705426633114
2571,0.0,0.0,0.0,0.0
2572,0.0,116.135,116.135,0.3967354328205862
2573,4.645,0.0,4.645,0.0018903286981865894
2574,0.0,133.972,133.972,0.14718977516337933
2575,0.0,0.0,0.0,0.0
2576,1164.847,0.0,1164.847,0.27884978733480575
2577,0.0,152.525,152.525,0.04224620361888408
2578,95.994,0.0,95.994,0.02277733747397266
2579,0.0,0.0,0.0,0.0
2580,0.0,0.0,0.0,0.0
2581,257.626,0.0,257.626,0.8100831264498376
2582,257.626,0.0,257.626,0.5660804624620313
2583,0.0,66.986,66.986,0.017601330963576592
2584,66.986,0.0,66.986,0.016161153720196397
2585,0.0,0.0,0.0,0.0
2586,46.454,0.0,46.454,0.018389541787089583
2587,46.454,0.0,46.454,0.010582764482305999
2588,0.0,69.681,69.681,0.014866378411287918
2589,46.454,0.0,46.454,0.00790101425725995
2590,0.0,0.0,0.0,0.0
2591,69.681,0.0,69.681,0.022591431467729257
2592,156.873,0.0,156.873,0.025893129486952684
2593,0.0,0.0,0.0,0.0
2594,0.0,586.961,586.961,0.19015982751860078
2595,0.0,434.437,434.437,0.1605430813531729
2596,0.0,434.437,434.437,0.1359815444859553
2597,0.0,0.0,0.0,0.0
2598,446.714,0.0,446.714,0.1361135608012919
2599,60.879,422.16,483.03900000000004,0.12193542671207826
2600,534.126,495.792,1029.918,0.04815924872109766
2601,42.829,0.0,42.829,0.017548822440368754
2602,60.082,0.0,60.082,0.021832799519294496
2603,0.0,558.253,558.253,0.23153320944870012
2604,558.253,0.0,558.253,0.238473619637939
2605,0.0,0.0,0.0,0.0
2606,45.317,0.0,45.317,0.012500364353134289
2607,22.659,0.0,22.659,0.006115421212300326
2608,0.0,0.0,0.0,0.0
2609,0.0,0.0,0.0,0.0
2610,0.0,0.0,0.0,0.0
2611,0.0,0.0,0.0,0.0
2612,1227.133,0.0,1227.133,0.7477335847076132
2613,0.0,0.0,0.0,0.0
2614,761.441,0.0,761.441,0.18403334634276788
2615,0.0,0.0,0.0,0.0
2616,0.0,0.0,0.0,0.0
2617,156.873,0.0,156.873,0.033642034548664664
2618,0.0,0.0,0.0,0.0
2619,0.0,0.0,0.0,0.0
2620,0.0,0.0,0.0,0.0
2621,0.0,0.0,0.0,0.0
2622,1162.179,0.0,1162.179,0.4496204677428591
2623,0.0,0.0,0.0,0.0
2624,0.0,0.0,0.0,0.0
2625,0.0,451.397,451.397,1.4016701400306857
2626,0.0,0.0,0.0,0.0
2627,0.0,269.117,269.117,0.12434512034911196
2628,0.0,0.0,0.0,0.0
2629,0.0,0.0,0.0,0.0
2630,0.0,0.0,0.0,0.0
2631,66.986,0.0,66.986,0.019586528037119067
2632,1761.981,0.0,1761.981,0.1762775738542946
2633,1164.847,95.994,1260.841,0.11250581818023044
2634,0.0,0.0,0.0,0.0
2635,116.135,0.0,116.135,0.03836948510735349
2636,116.135,0.0,116.135,0.20518772724483172
2637,0.0,0.0,0.0,0.0
2638,0.0,0.0,0.0,0.0
2639,133.972,0.0,133.972,0.02118729766261162
2640,0.0,0.0,0.0,0.0
2641,0.0,46.454,46.454,0.017248497580039646
2642,329.819,0.0,329.819,0.04705843024072576
2643,81.019,303.582,384.601,0.05382155145062757
2644,363.309,0.0,363.309,0.05502034306380199
2645,0.0,555.931,555.931,0.15180311902830096
2646,0.0,822.18,822.18,0.12966169559323926
2647,0.0,0.0,0.0,0.0
2648,139.139,0.0,139.139,0.3836887109012065
2649,120.78,0.0,120.78,0.41526539421259123
2650,46.454,0.0,46.454,0.015254907403044377
2651,0.0,0.0,0.0,0.0
2652,173.546,0.0,173.546,0.14406073520808435
2653,0.0,0.0,0.0,0.0
2654,0.0,0.0,0.0,0.0
2655,0.0,0.0,0.0,0.0
2656,0.0,0.0,0.0,0.0
2657,257.626,0.0,257.626,0.053626799091407135
2658,0.0,0.0,0.0,0.0
2659,46.454,0.0,46.454,0.015811665843765636
2660,0.0,0.0,0.0,0.0
2661,627.154,0.0,627.154,0.16048738402147514
2662,0.0,0.0,0.0,0.0
2663,0.0,0.0,0.0,0.0
2664,0.0,0.0,0.0,0.0
2665,0.0,0.0,0.0,0.0
2666,0.0,0.0,0.0,0.0
2667,0.0,0.0,0.0,0.0
2668,0.0,0.0,0.0,0.0
2669,0.0,0.0,0.0,0.0
2670,0.0,0.0,0.0,0.0
2671,86.773,0.0,86.773,0.05488116275400423
2672,46.454,0.0,46.454,0.013330235817662798
2673,0.0,0.0,0.0,0.0
2674,0.0,0.0,0.0,0.0
2675,0.0,0.0,0.0,0.0
2676,0.0,0.0,0.0,0.0
2677,0.0,0.0,0.0,0.0
2678,116.135,0.0,116.135,0.0354037475205347
2679,879.873,0.0,879.873,0.14963291838746393
2680,0.0,0.0,0.0,0.0
2681,0.0,0.0,0.0,0.0
2682,0.0,0.0,0.0,0.0
2683,0.0,0.0,0.0,0.0
2684,0.0,0.0,0.0,0.0
2685,0.0,0.0,0.0,0.0
2686,0.0,0.0,0.0,0.0
2687,0.0,0.0,0.0,0.0
2688,0.0,0.0,0.0,0.0
2689,0.0,0.0,0.0,0.0
2690,0.0,0.0,0.0,0.0
2691,0.0,599.979,599.979,0.1294837752746872
2692,0.0,0.0,0.0,0.0
2693,0.0,0.0,0.0,0.0
2694,0.0,0.0,0.0,0.0
2695,0.0,0.0,0.0,0.0
2696,0.0,0.0,0.0,0.0
2697,0.0,0.0,0.0,0.0
2698,0.0,1116.507,1116.507,54.28916203970749
2699,0.0,0.0,0.0,0.0
2700,0.0,0.0,0.0,0.0
2701,0.0,45.317,45.317,0.6668214975439405
2702,0.0,555.502,555.502,16.07039404870399
2703,0.0,133.972,133.972,1.2904942609601082
2704,0.0,0.0,0.0,0.0
2705,4.645,0.0,4.645,0.04669626729526178
2706,0.0,0.0,0.0,0.0
2707,0.0,0.0,0.0,0.0
2708,0.0,0.0,0.0,0.0
2709,120.78,0.0,120.78,14.986105356029285
2710,257.626,0.0,257.626,0.9472715180031029
2711,1272.451,0.0,1272.451,38.03371713757958
2712,0.0,868.874,868.874,4.091581293811116
2713,0.0,257.626,257.626,0.5579187364246924
2714,0.0,693.128,693.128,106.69345517468219
2715,0.0,178.191,178.191,3.9378406691980987
2716,0.0,0.0,0.0,0.0
2717,0.0,0.0,0.0,0.0
2718,45.317,0.0,45.317,3.2727681089145
2719,0.0,139.139,139.139,5.370570882377264
2720,1030.903,0.0,1030.903,46.37464644906332
2721,0.0,0.0,0.0,0.0
2722,0.0,0.0,0.0,0.0
2723,133.972,0.0,133.972,2.0121878774424484
2724,0.0,0.0,0.0,0.0
2725,269.117,0.0,269.117,5.161570675223996
2726,0.0,451.397,451.397,26.024978395127285
2727,0.0,0.0,0.0,0.0
2728,0.0,0.0,0.0,0.0
2729,0.0,0.0,0.0,0.0
2730,607.164,0.0,607.164,61.21727781669315
2731,18.167,0.0,18.167,0.4517376267844818
2732,0.0,0.0,0.0,0.0
2733,0.0,269.117,269.117,2.136971458242708
2734,0.0,133.972,133.972,2.4441128577901705
2735,0.0,0.0,0.0,0.0
2736,0.0,0.0,0.0,0.0
2737,0.0,133.972,133.972,0.37456565287558596
2738,0.0,879.873,879.873,6.91107694756278
2739,0.0,0.0,0.0,0.0
2740,0.0,0.0,0.0,0.0
2741,561.643,0.0,561.643,13.187519057009329
2742,0.0,0.0,0.0,0.0
2743,0.0,0.0,0.0,0.0
2744,0.0,0.0,0.0,0.0
2745,0.0,0.0,0.0,0.0
2746,0.0,0.0,0.0,0.0
2747,1317.372,0.0,1317.372,83.89940521105524
2748,1199.958,0.0,1199.958,41.76458435191191
2749,172.192,0.0,172.192,0.8070709079406396
2750,172.192,0.0,172.192,0.05456153715694866
2751,139.139,0.0,139.139,0.29492847373428754
2752,0.0,0.0,0.0,0.0
2753,0.0,0.0,0.0,0.0
2754,0.0,0.0,0.0,0.0
2755,0.0,0.0,0.0,0.0
2756,257.626,0.0,257.626,0.0862812422707756
2757,0.0,0.0,0.0,0.0
2758,475.401,0.0,475.401,60.57906388693288
2759,0.0,555.502,555.502,11.41207663333763
2760,0.0,1131.669,1131.669,24.6016057562756
2761,0.0,561.643,561.643,21.002199516383047
2762,0.0,558.253,558.253,0.2928657230729225
2763,0.0,1199.958,1199.958,35.06014994159813
2764,0.0,0.0,0.0,0.0
2765,248.519,0.0,248.519,1.3265763365386485
2766,47.997,0.0,47.997,0.020192909139965545
2767,0.0,938.315,938.315,20.07691441586203
2768,60.879,0.0,60.879,0.24434169264704209
2769,0.0,0.0,0.0,0.0
2770,0.0,0.0,0.0,0.0
2771,982.593,993.183,1975.7759999999998,258.9753852012537
2772,0.0,0.0,0.0,0.0
2773,0.0,0.0,0.0,0.0
2774,0.0,0.0,0.0,0.0
2775,0.0,561.643,561.643,10.37056957181509
2776,0.0,0.0,0.0,0.0
2777,0.0,0.0,0.0,0.0
2778,0.0,1317.372,1317.372,77.49796849726633
2779,0.0,0.0,0.0,0.0
2780,1111.862,0.0,1111.862,19.91521020429578
2781,0.0,0.0,0.0,0.0
2782,0.0,0.0,0.0,0.0
2783,4.645,0.0,4.645,0.021841199151358792
2784,982.593,993.183,1975.7759999999998,30.901751421633122
2785,0.0,0.0,0.0,0.0
2786,451.397,0.0,451.397,23.309430086645932
2787,917.662,0.0,917.662,2.4014922262585543
2788,0.0,152.525,152.525,0.8320701731556762
2789,0.0,0.0,0.0,0.0
2790,376.441,1002.276,1378.7169999999999,23.29240731357833
2791,0.0,110.271,110.271,2.559040769991513
2792,0.0,0.0,0.0,0.0
2793,0.0,0.0,0.0,0.0
2794,0.0,0.0,0.0,0.0
2795,0.0,1116.507,1116.507,33.19131007711348
2796,0.0,0.0,0.0,0.0
2797,0.0,0.0,0.0,0.0
2798,0.0,0.0,0.0,0.0
2799,0.0,0.0,0.0,0.0
2800,133.972,0.0,133.972,0.1089083777013371
2801,0.0,0.0,0.0,0.0
2802,0.0,0.0,0.0,0.0
2803,0.0,0.0,0.0,0.0
2804,0.0,0.0,0.0,0.0
2805,0.0,0.0,0.0,0.0
2806,0.0,0.0,0.0,0.0
2807,0.0,0.0,0.0,0.0
2808,4.645,0.0,4.645,0.02165869680500311
2809,0.0,0.0,0.0,0.0
2810,0.0,0.0,0.0,0.0
2811,0.0,0.0,0.0,0.0
2812,0.0,0.0,0.0,0.0
2813,0.0,0.0,0.0,0.0
2814,0.0,0.0,0.0,0.0
2815,0.0,0.0,0.0,0.0
2816,0.0,0.0,0.0,0.0
2817,27.175,0.0,27.175,0.22842882502683504
2818,0.0,0.0,0.0,0.0
2819,0.0,0.0,0.0,0.0
2820,0.0,0.0,0.0,0.0
2821,0.0,0.0,0.0,0.0
2822,0.0,45.317,45.317,0.637952603214032
2823,0.0,0.0,0.0,0.0
2824,0.0,0.0,0.0,0.0
2825,0.0,0.0,0.0,0.0
2826,0.0,0.0,0.0,0.0
2827,822.18,0.0,822.18,15.115126486922327
2828,0.0,116.135,116.135,0.013594389518092189
2829,173.546,0.0,173.546,1.1626801139129592
2830,86.773,0.0,86.773,0.04835086088216312
2831,4.645,0.0,4.645,0.0014149148916821994
2832,0.0,0.0,0.0,0.0
2833,0.0,0.0,0.0,0.0
2834,0.0,0.0,0.0,0.0
2835,0.0,0.0,0.0,0.0
2836,0.0,133.972,133.972,0.6147286683060051
2837,0.0,0.0,0.0,0.0
2838,0.0,0.0,0.0,0.0
2839,879.873,0.0,879.873,21.163283307095515
2840,0.0,0.0,0.0,0.0
2841,133.972,0.0,133.972,1.2101852075156994
2842,0.0,0.0,0.0,0.0
2843,0.0,133.972,133.972,0.10268273880434015
2844,257.626,0.0,257.626,0.6108167310255135
2845,156.873,0.0,156.873,2.230469080333547
2846,1089.854,0.0,1089.854,18.480560308701254
2847,0.0,0.0,0.0,0.0
2848,85.433,0.0,85.433,0.417375134457066
2849,0.0,172.192,172.192,0.3446498641601967
2850,0.0,1021.398,1021.398,13.341496289515712
2851,0.0,0.0,0.0,0.0
2852,0.0,1089.854,1089.854,7.106098986492746
2853,0.0,0.0,0.0,0.0
2854,92.908,0.0,92.908,0.24328083598483416
2855,0.0,23.227,23.227,0.24228237959043245
2856,92.908,0.0,92.908,0.8752058955568066
2857,23.227,0.0,23.227,0.3035067065445597
2858,0.0,0.0,0.0,0.0
2859,0.0,23.227,23.227,0.07543779051067957
2860,0.0,0.0,0.0,0.0
2861,0.0,1089.854,1089.854,20.863509200642167
2862,0.0,0.0,0.0,0.0
2863,0.0,0.0,0.0,0.0
2864,495.792,576.955,1072.747,6.487473881429563
2865,0.0,0.0,0.0,0.0
2866,0.0,53.603,53.603,3.0046517319530426
2867,0.0,0.0,0.0,0.0
2868,0.0,116.135,116.135,0.24175973083059799
2869,561.643,0.0,561.643,1.8886989114726593
2870,0.0,0.0,0.0,0.0
2871,0.0,0.0,0.0,0.0
2872,993.183,982.593,1975.7759999999998,24.531455498375593
2873,0.0,0.0,0.0,0.0
2874,0.0,45.317,45.317,0.7182838633982765
2875,0.0,173.546,173.546,0.6458979961039362
2876,0.0,0.0,0.0,0.0
2877,0.0,0.0,0.0,0.0
2878,0.0,0.0,0.0,0.0
